,bodyId,type,pre,post,size
31134,1376827225,LC10,82,286,104318444
10218,607096048,LHAV4d4,91,237,233528585
44368,1720300275,WED040_b,106,176,353015351
10963,638178497,LHAV1f1,108,244,385879964
96915,5813113543,,174,75,273573663
37546,1548326836,,0,0,371777232
53777,1904449854,,29,17,34802520
23797,1165085220,LC24,63,59,80380735
17284,890433955,,0,64,34617029
43291,1697613513,ORN_DM1,167,286,175799294
53120,1887643453,,15,63,13473203
45396,1745834641,,43,60,27078004
75782,2372313404,,32,25,25708775
62998,2093663341,,9,5,7674865
85815,2627245164,,6,4,5027892
74114,2341339284,,25,32,24569786
97830,6398859860,,185,148,420789987
59604,2025139718,,21,141,110174407
41180,1655450199,,62,40,35922420
90590,5813004255,,10,8,4244411
46366,1756372581,,5,2,3318833
12732,705613981,,0,80,3243912
57446,1973957633,,4,1,2779779
40125,1625744263,,8,3,4724595
43668,1702133371,,20,10,19742216
89059,5812992935,LC12,147,191,185198316
82148,2495430539,,22,4,8564043
76776,2396220038,,0,0,51178705
60657,2041172695,,0,0,47858169
92896,5813023897,,16,279,335769686
42394,1683565784,PS210,130,201,360964058
25389,1203273913,MC61,42,38,54868269
52847,1883913981,,10,1,3782502
67872,2215968515,,7,21,10758045
14109,763591252,,2,2,807524
8776,549377208,,10,10,6247646
18828,949904655,PVLP004,569,3670,1170035478
56930,1966424592,,44,167,76081383
33393,1440566295,,2,0,853379
60761,2042476445,,13,64,7377029
26701,1248761685,vDeltaE,127,1000,301844394
37561,1558226468,,7,135,59026402
22230,1105658489,,7,11,4295254
38760,1590858381,OCG07,11,280,460853312
11906,674096140,LHPD2c2,207,516,541966925
95322,5813057534,,118,116,87603773
75169,2366497630,,4,0,4858904
74464,2344003121,,6,17,6866890
71419,2284156166,,26,34,16894987
70618,2276178487,,4,23,7271272
57177,1969533273,,60,68,36857805
9753,580598373,KCa'b'-ap2,268,586,427496011
44426,1721240584,,3,16,4612802
22640,1130216958,,0,0,79281788
26487,1232948618,MC61,16,34,42682201
41487,1659175985,,14,17,7740704
19664,987424042,LC10,147,290,310833367
36367,1512173222,,5,3,3057410
88843,5812991264,,0,8,152207633
72152,2307855553,,22,21,19145503
20135,1011690584,,23,15,15921412
88473,5812988077,LC9,145,259,369117601
43041,1691580160,,89,81,167221993
28100,1284282097,,0,0,152071503
54885,1919952135,,28,192,37381395
67585,2212713605,,3,30,7446348
26473,1232603386,LC9,190,504,422950440
39623,1605198915,ORN_DC1,169,244,155980879
38922,1592692744,,8,12,9973110
93003,5813024619,ORN_VA1v,38,56,32073235
26223,1228084666,,9,19,8856710
86228,2658214615,,3,10,12373790
89541,5812996994,WED154,155,260,408036765
5957,458012641,,9,19,6973526
49788,1824904580,,61,284,57946996
80263,2461126297,,44,5,43635428
92537,5813021382,KCg-m,224,864,359643361
69827,2252288370,,6,4,4516692
88208,5812983272,KCab-m,205,576,264479020
65549,2156074705,,5,2,2540751
53736,1904079437,,91,127,66541223
47525,1783310065,,4,0,1494764
72803,2313023500,,10,60,34556423
7340,517824815,,79,85,90451152
90483,5813003610,,116,140,120093799
23269,1141070663,,144,334,76142904
89952,5813000014,,4,27,5056831
93393,5813031929,,41,69,44668834
22473,1125964651,PFNv,347,1191,607539930
96121,5813075790,,258,60,236252066
23062,1137124197,,263,423,319739781
84201,2554935166,,32,6,17798920
76874,2397891593,,10,20,8172454
33207,1437902499,PVLP112,300,661,483414044
51290,1853884302,,4,60,12167162
43268,1697346604,,16,12,8353406
60202,2033641098,,8,11,9573722
56039,1944969033,,5,4,10172493
49295,1816314624,,7,2,80778303
13396,734892616,,114,128,151524200
80545,2463405698,,1,13,2179438
27121,1254356779,,16,16,14174188
39274,1597447446,,9,8,7014797
7320,517652222,,173,143,235091257
54977,1920629312,ORN_DC2,175,249,145795969
70406,2274075193,,21,4,23563346
19293,977339390,FB5Z,266,650,396766242
6741,488352482,,8,15,6824044
43661,1702111867,,138,454,80228226
25352,1202811509,,176,429,99871653
61101,2056179387,,50,155,131809362
42085,1670416166,,16,16,8543971
32268,1409627117,PLP192,136,232,216247746
67987,2217131064,,10,7,4940800
4790,421525669,,6,4,13944853
41362,1657517242,LC10,66,156,117350189
35442,1498233273,,28,31,25072090
83217,2525082941,,5,1,1634336
84769,2567138929,,0,0,432981812
77604,2404034956,,2,1,2151087
10408,610415691,SMP061,295,3145,997688837
12347,697844568,M_lvPNm40,140,372,187325752
12179,694018339,,16,17,17448931
63435,2101387048,ORN_VC5,54,61,32140173
28078,1284027330,,17,7,12779090
61620,2063993626,,0,14,3913345
3166,359779121,,7,4,5233779
76318,2376099752,,2,1,3181533
5757,455229034,SMP549,546,612,580615512
64242,2123689270,,11,16,9077461
94491,5813046306,LLPC1,83,71,89905989
54396,1912461809,,52,35,62969237
73529,2336153513,,42,30,26483605
29170,1315627948,CL299_a,115,192,259196898
78155,2408653498,,2,19,4394532
48199,1794119455,ORN_DM6,101,153,98773960
40625,1635889014,ORN_DP1m,377,583,298147024
84872,2584238558,,4,1,6193273
38994,1593664768,,0,135,29912507
28120,1284356528,,10,6,6191268
20004,1009135021,,1,11,2193179
59075,2008631215,ORN_VC3l,34,35,50683892
76758,2395835979,,0,0,64042072
20796,1042689784,,202,100,249771582
21917,1099964617,PLP072,420,882,867997941
82923,2522155698,,5,3,7281948
42242,1671784591,,15,221,32059957
91496,5813009124,,2,1,154824595
68454,2223942343,,11,16,17882567
90446,5813003357,ORN_VL1,55,61,54738219
92728,5813022738,IB038,572,2589,1693197812
22363,1108813935,MC64,66,44,84948738
63458,2101511717,,5,14,6049418
11570,667404693,,1,20,4800448
18751,948035783,FB5S,91,934,282074101
29391,1318489736,,2,20,358803095
44517,1722164148,VES023,157,168,242375045
5047,424582092,CRE083,301,645,853925507
14900,794627149,,10,0,7770262
88736,5812990431,,16,8,16392184
37337,1539123245,,2,1,1063675
18813,949455579,,2,11,2364719
84384,2559390275,,1,40,52834198
12385,698646654,SMP438,109,431,296836614
40627,1635893150,ORN_DM4,119,174,142309951
73649,2337375394,,2,32,3169044
4148,391958379,LHAD3b1_b,178,393,383185369
42633,1686427978,,43,4,39083540
29997,1344604087,,102,358,268174743
46932,1777102488,,7,11,293396651
87467,5812979119,KCg-d,244,676,374284941
43523,1700760368,,56,167,38249452
36913,1532994730,,74,154,208651239
69955,2254507856,,11,40,20834823
61908,2069078235,,3,9,3155868
27833,1280280125,,21,41,14379536
47026,1777983454,LLPC2b,82,71,96170520
72367,2309889144,,60,33,38904862
37777,1561325545,,80,81,51520690
37662,1559979355,LC26,117,222,220553107
83374,2526956593,,54,25,35194302
58577,2000558629,,1,12,2296038
20306,1015622736,,6,6,2280986
38373,1569135289,,3,4,1102429
37129,1535488185,PLP060,2069,4328,2755869499
78060,2407769059,,9,9,23757024
68762,2231595920,,8,22,153565023
62801,2090637842,,40,49,33759926
85429,2613620164,,5,2,6374950
33042,1435791827,,27,20,31781182
87927,5812981641,PAM08_d,333,1423,253723732
95336,5813057656,,37,26,64855158
23126,1138462517,MC61,37,27,63918978
61223,2058535824,,13,29,21034923
22511,1127151851,,25,18,26906851
87332,2800835605,,0,36,3922220
91665,5813010495,LHPV6a7,97,228,277172524
90872,5813005791,,90,334,200647459
19833,1006984149,,89,114,150724699
56666,1962759289,,34,41,26843866
68830,2241529876,,42,13,39168718
83239,2525161115,,5,11,3414277
10221,607117287,CL269,431,1424,962268607
1430,297925628,,351,348,638340686
58640,2001241273,,38,20,18789639
65247,2152379618,,28,30,18155509
56320,1949700377,,25,64,17060113
19745,1004514714,KCg-d,213,526,314281799
68870,2242380186,,10,6,5343719
48663,1808983265,LLPC2a,74,33,90128266
34473,1469214648,,5,3,3603461
70455,2274757126,,2,17,6427358
33594,1443968977,,10,16,7678144
72285,2308930628,,38,46,25594474
65289,2152758984,,1,1,599753976
33032,1435484814,,14,16,11508617
48947,1812083043,LLPC1,131,97,123848095
92269,5813018705,ORN_VA1v,32,41,40503363
77665,2404414903,,26,26,22572345
40359,1628821823,,33,22,22681778
78106,2408122753,,19,48,16384151
30003,1344695030,,26,526,599440770
19540,983426636,FS1A,90,720,273006129
48202,1794171278,,43,68,53286070
50847,1847107181,,45,37,27060327
96490,5813082649,,230,739,493272559
5548,452504314,,41,64,81651668
47441,1782291377,,13,27,13967653
66179,2178583033,,0,6,51386260
12368,698314499,SMP331,141,520,275249812
28909,1311677904,LC31,490,1456,1380372837
43699,1702474188,,6,8,4163544
34384,1468238571,LT70,207,285,420887853
72289,2308940175,,27,24,20982392
45223,1734717557,ORN_DL3,49,55,50832366
8034,544641949,,4,0,1944848
80493,2463013164,,5,1,2884811
71364,2283292347,,7,8,10425183
84356,2558988902,,2,6,3343276
93730,5813034973,,50,14,145526605
57269,1971012916,WED118_b,227,336,447119175
65174,2151411794,,9,9,51421851
53156,1887997022,,20,190,32393150
4080,391297978,SLP179_b,145,877,455954750
48464,1806664972,WED137,66,297,265845856
86189,2656932548,,2,0,3890486
474,238381321,,2,3,4759359
93629,5813034320,,92,15,156979108
19765,1005174948,aMe9,275,134,245670032
61328,2059874601,,3,5,3354296
6138,480931899,LHPV4b4,117,244,248944098
54872,1919722836,,13,0,9241938
73482,2335467787,,32,14,16130002
12951,725036260,,0,0,147983239
81316,2471063895,,3,2,1824180
72838,2313351975,,36,75,24279218
46203,1753985659,,4,1,2593944
4472,395947252,,5,9,4276798
30648,1355383564,AVLP242,77,210,295024980
34916,1476026102,,2,3,1498706
17570,910451489,PPM1204,343,866,766153950
76912,2398292484,,37,41,16953137
93184,5813026066,,38,4,25221616
44287,1719526156,,2,3,2328044
44323,1719880785,,45,31,35110863
25400,1203472284,,176,437,96607579
41734,1665288471,,8,63,26309223
79260,2434758124,,0,14,4154325
77858,2405770311,,4,11,3567519
86793,2713860563,,13,3,8927918
5473,451524774,,7,39,18235856
40534,1632565574,,12,7,6753154
59018,2007142990,,4,4,2714006
5671,453920292,,8,17,12555786
78402,2427553005,,0,3,46628166
83289,2525786777,,3,0,1568968
8620,548660840,,158,87,307404305
56444,1951068492,,25,108,23213635
26486,1232940390,MC61,40,45,48839191
74879,2348427221,,67,40,53838778
45407,1745855873,,20,34,13603414
19007,955253854,,6,11,5821056
81084,2467175349,,13,26,13575998
92066,5813015880,,2,16,329402324
83625,2532033035,,6,19,5351891
20844,1043372683,,458,678,727343697
14778,791307174,LHAV7a5,121,569,261002042
81779,2492533090,,0,21,4614708
12490,700878180,LHAV4d5,118,204,250351022
92161,5813017292,,64,159,128278529
75663,2371285974,,6,5,5681612
10817,633943192,PFNd,197,1133,471084398
77638,2404353944,,18,17,10936264
80927,2465845289,,0,13,4347629
8731,549049279,,68,52,63553991
54014,1907441189,,9,0,3315863
79255,2434728899,,4,2,9077634
78295,2411191841,,2,5,1650416
58761,2002916112,,0,17,7194004
11712,670547235,PLP169,906,729,1336169830
25170,1200182517,LC10,149,382,279212743
66513,2184380729,,4,2,1703607
43189,1694807145,LAL195,12,1459,1139257033
61209,2058251174,,49,78,34182268
40889,1652012568,,3,6,2312271
28576,1291353045,,96,105,106705095
22767,1132168736,FC2A,244,2212,461477159
26384,1231066662,ER5,610,961,1170428657
85581,2620091680,,2,10,6627720
5154,425941387,,2,6,849330
81013,2466523031,,4,1,2743400
1581,298944444,FB6U,537,2676,1019062305
40758,1639687505,,1,2,118847176
36917,1533012054,,20,21,19311966
88508,5812988363,,221,67,259138902
31605,1388029061,,0,14,3479674
38466,1571859741,,0,17,5107223
91548,5813009424,SMP095,202,317,890033635
19922,1008378609,FB5Y,525,2070,1127175118
54903,1920038106,,51,82,61570764
79657,2437150548,,7,10,4489492
35476,1498557369,,35,21,25191444
75090,2364978551,,2,3,2418651
35977,1504406220,PLP115_b,281,400,365781651
48078,1792194158,,0,0,53121501
19571,984405805,KCab-m,228,575,300863454
86999,2741169940,,0,14,8096689
36721,1530869443,,58,234,246858603
2235,328278125,,47,55,133214114
88362,5812986798,FS3,61,350,211323296
25610,1218887978,,55,71,31019718
82186,2495585943,,71,59,76997907
15006,797074354,CL097,178,920,942621048
30378,1348826159,,6,4,7063928
21349,1070806511,vDeltaH,117,832,259634535
93031,5813024809,LLPC2a,100,40,125171279
21010,1047780090,LC10,132,311,315062855
77542,2403533607,,179,145,252924779
30512,1351722864,,51,38,73229478
80587,2463717211,,23,15,30875919
87129,2750283472,,0,0,137535759
71510,2285882478,,20,17,35154962
82337,2496858770,,8,14,15834789
66539,2184445837,,72,68,53917057
76608,2379664588,,3,2,6040620
24824,1193647291,,9,4,4608801
72437,2310303710,,30,42,24031094
78965,2433013948,,27,33,19039582
94284,5813042616,KCab-m,198,538,205989990
36937,1533304495,,162,97,107770537
7969,544297199,,53,28,25955967
56393,1950654203,,3,13,3736838
32650,1418909155,WEDPN17_a,293,330,291021834
34043,1451095277,,37,111,19465410
70370,2273445093,,6,152,99572337
67626,2213192946,,167,40,176973455
54953,1920379528,,4,32,3595294
26599,1235150293,KCg-d,208,561,301136200
60063,2031935106,,5,2,3481904
44302,1719553753,,25,25,12707293
70138,2258386839,,0,0,71871090
17082,885603527,vDeltaB,89,424,234827377
70026,2255867124,,9,6,12902470
96018,5813069696,TuBu08,77,388,228645146
83371,2526896349,,5,11,3146519
27051,1253674953,,15,10,10441341
50389,1841939610,,49,1,23458033
22762,1132150724,hDeltaB,689,2450,1168525995
48207,1794171596,ORN_DM2,93,153,102599495
84493,2561729745,,0,13,5469467
4779,421473931,,12,14,18042628
21612,1075827302,FB2D,575,3206,1027285919
26869,1251991808,,36,26,36480589
86987,2740824983,,9,9,6852910
23678,1162944426,,0,13,2689182
47245,1780240379,,3,0,562070
60534,2039865821,AVLP548_f,845,1558,1074002372
52272,1875288491,,278,139,280746034
502,239736149,,38,114,17910435
77412,2402514762,,6,21,23185519
51653,1859216439,,6,31,7110040
26967,1253014041,,34,26,28113847
90994,5813006572,,10,4,11944325
29175,1315731268,,6,36,15772014
62350,2074872028,,2,6,651517
8913,550072594,,11,2,5341813
36480,1527532001,,3,3,3305234
21783,1081086613,PAM12,141,656,283506292
52590,1879484335,,6,6,4912176
35266,1482138733,,47,124,24362458
66947,2189501266,,38,20,16982043
63570,2103100705,,11,15,6536476
1126,295119694,SLP301,103,196,218846448
48399,1797145938,,5,9,2177744
53403,1898751055,,0,0,332448625
20361,1017789715,LC10,138,278,304647790
95777,5813067463,,220,580,580527140
11888,673845326,,207,463,263023396
22198,1104975631,,3,12,1808441
38680,1589602161,,5,7,2600549
36403,1512815418,,35,69,18008712
22770,1132186103,vDeltaK,71,497,206731825
81485,2489467910,,3,8,3844397
81927,2493762903,,6,21,4330182
5558,452655734,LHAV5a7_c,221,291,436415020
79344,2435204114,,2,35,11431664
15244,816263443,KCab-c,138,365,218908691
52291,1875392060,,3,8,2234427
33838,1449563093,,68,77,96029620
88140,5812982877,KCg-d,187,529,300386547
88956,5812992022,,105,156,124355796
61449,2061605926,,8,0,2595504
83971,2552215022,,6,2,8005157
66283,2180970978,,7,3,4097687
48615,1808569190,,87,304,100638520
9410,574723544,LHAV2k2,306,1134,459840351
61487,2062257657,,2,7,2613804
2362,329254539,LHPD2a8,177,417,429501979
63858,2117925010,,96,382,118731454
95429,5813060112,,22,16,42581125
32937,1423509446,,0,0,50860916
41031,1653757257,,38,44,24570345
66021,2165312333,,0,0,63791087
78900,2432375737,,14,12,4813839
7332,517695606,,6,10,6359591
29772,1329040332,,4,8,703035
75245,2367572839,,17,6,10399368
12346,697801711,LHPV4a7_a,101,168,201617897
72696,2312289995,,23,17,19589171
78808,2431659078,,3,0,791051
74064,2340988736,,19,25,15086006
60908,2044169113,,5,22,2682181
52743,1881971794,,90,54,113151649
49538,1820117178,,7,19,5519745
86409,2682148354,,0,10,374056
50926,1848066671,,49,212,91298974
34997,1479428567,,61,36,46683608
76507,2378197819,,57,10,28141842
75463,2369658569,,23,17,25848065
9789,580792261,,2,4,1244134
18607,946049382,,4,26,9872355
77723,2404846404,,102,174,162066100
60255,2034322490,,9,7,5954693
68394,2222578499,,9,29,9871337
92699,5813022548,LAL026,514,1481,1146561000
61628,2064014407,,41,20,36193127
4670,420450310,,1,16,3164869
85189,2593084280,,2,0,5181400
80767,2464813873,,6,16,4130754
61942,2069454143,,12,38,20459634
47036,1778198833,,12,23,8544659
83336,2526511840,,3,6,2656241
28322,1286703891,,76,107,256821702
48842,1810939092,,7,2,4113324
73293,2319326691,,0,38,16483646
30923,1374443440,,39,49,24548560
51477,1857298707,,34,272,43581631
51254,1853211633,,6,3,3477191
51601,1858861772,,6,18,5773797
2339,329098648,,16,66,31368512
61543,2062935650,,2,1,347867
23101,1137957299,ATL005,277,1287,767461289
50917,1847806275,LC17,210,376,245814545
12450,699812403,,0,33,10471917
6396,484217280,,27,89,77184363
64655,2132093872,,2,0,1549055
1463,298064089,,13,7,13271936
37298,1537802851,AVLP408,331,614,578160603
51874,1871342128,,78,115,110947227
79058,2433544861,,6,20,14345820
63111,2095148784,,274,1341,461645479
17318,891482239,,2,8,1877839
484,239399511,,29,85,16272723
42102,1670584497,ORN_DL1,73,119,55649411
6153,481190271,,6,5,7190531
4421,395247701,,53,124,32983079
97582,5901211593,,2,9,5228744
9724,580287892,,70,56,49065463
30454,1350530732,,3,15,23076548
38064,1564364566,,2,0,1770951
30626,1354411526,KCg-d,195,493,348337858
53484,1901323655,,36,46,41800648
33608,1444024342,LC16,121,128,105607817
4911,422842621,,2,12,6892558
93398,5813031985,,48,235,48721350
77541,2403533463,,148,105,180321929
57234,1970551979,,69,63,44866690
24410,1173524747,,175,351,101886174
40845,1642636150,,0,0,62067847
65257,2152426324,,5,15,46435428
36129,1507748176,,4,4,3414178
5288,449634539,SMP345,163,802,780998634
46186,1753696105,LC12,228,229,174272390
3200,360125474,,34,29,29386245
5998,478121177,,0,1,114042021
28921,1311993468,,24,44,16872998
30725,1358003697,,65,147,35583682
75315,2368259754,,64,50,36163769
39031,1594054348,,30,37,26030873
64128,2122311390,,4,0,2385400
57678,1979547954,ORN_VL2p,124,176,97202067
15872,832123627,,13,7,10967095
63713,2106847803,ORN_VA2,23,36,10223645
73749,2338555167,,5,10,1408618
30039,1345061120,FS1A,92,747,269950055
44931,1729991014,,270,249,531903393
7646,540730657,KCg-m,227,771,323581339
60489,2038755783,,3,2,3235440
44000,1716146964,,53,45,37466140
82575,2501390924,,58,38,59282114
78482,2428930737,,5,15,4336446
47642,1785062580,LC12,154,201,267903106
35998,1504688175,,14,4,10543879
89282,5812994730,,4,44,21239710
42602,1686117910,,51,58,34571913
97085,5813134706,,13,161,95330172
20427,1033701529,,0,0,39524228
56842,1965228827,,7,97,39039204
83754,2534485403,,2,20,4688652
62352,2074872085,,2,2,899009
25941,1222981090,,23,24,16687135
56067,1945991640,,3,3,2526020
74351,2343155870,,0,31,5203633
61697,2065016064,,21,15,16472280
72198,2308231527,,6,19,16045831
57126,1968860181,,40,25,23623296
12186,694018491,,3,23,36750314
92271,5813018707,ORN_VA1v,65,82,43619383
21138,1066489108,,81,121,89510167
24526,1188897840,,42,64,63885518
30407,1349171758,,11,7,8944512
7932,544262033,SMP421,335,502,375249547
16534,861129618,,6,15,3201264
60679,2041457738,,2,0,995715
34921,1476031072,,1,10,2567294
20904,1044948080,,8,5,6080796
75107,2365180720,,0,0,60108510
24402,1173184146,,7,6,5399103
38720,1590293187,,31,25,37493599
50033,1828328076,,3,17,2496255
18516,944249308,SAD077,216,1333,978681494
74256,2342477932,,0,42,10727326
18967,953764033,,174,119,152703185
27449,1259890841,AVLP224_a,287,676,536641878
43829,1713581970,,0,18,2229741
8561,548052729,,8,34,12343712
30812,1361780648,,0,0,60436945
36591,1529251385,,56,12,38238893
12478,700567946,LHPV2b3,92,230,209831535
31550,1386668634,,15,19,11869560
38618,1576379806,AVLP331,284,600,430078933
75980,2373716618,,35,18,13829749
70158,2258930998,ORN_VM4,24,120,39625330
92962,5813024301,,0,27,24226716
64865,2137550357,ORN_VA2,31,47,19045694
53047,1886965254,,3,9,1399977
63210,2096846027,SAD021_a,642,1446,817178200
86950,2739439294,,0,37,3768954
90627,5813004460,,21,4,14041224
17501,894876254,,3,1,3495086
44914,1729763319,,23,27,18954040
81498,2489782473,,26,16,14891778
40594,1634948735,,4,26,13110012
50843,1847090671,,18,8,12193247
37413,1541511257,,7,1,4120649
50471,1842984434,,5,38,15546219
21417,1072054559,,2,0,1227099
9526,577369038,ATL004,246,179,243900837
47449,1782309819,,35,33,27346630
92584,5813021645,KCa'b'-m,235,672,394108433
17590,910918100,,6,22,5607973
20106,1011068028,FB6R,185,939,612654271
14813,792230503,,7,42,46626545
77504,2403183454,,14,77,40811397
29835,1342346097,,34,21,31418786
87107,2745245386,,4,3,1868041
31317,1380201617,,16,13,9268510
60470,2038415062,,6,5,6869211
8449,547343857,SMP134,161,610,686859769
76731,2383377817,,155,162,196658209
80007,2458238149,,0,0,122540850
65668,2157794043,,36,23,21491272
84135,2554145105,,4,12,6376206
5488,451762072,,316,168,483132448
65387,2154042095,,20,12,14738266
41839,1667260659,ORN_DM6,131,208,124494481
23207,1139831315,MC61,40,26,69443923
88393,5812987245,,5,108,162177815
95655,5813063093,CL286,1426,3279,3731541233
29174,1315727646,,6,3,2254563
40208,1626690698,,477,208,275168886
4385,394582981,,3,7,2914106
39885,1622394511,,94,206,175535434
3222,360254511,LHAV6a9,219,1443,635789827
80777,2464887582,,81,62,59385861
14535,786428583,,0,0,90033700
28422,1288788976,,472,1076,844294931
76197,2375226500,,3,23,12827269
67867,2215848015,,50,194,243451476
17849,915610561,FB6B,651,2291,1243051679
89665,5812997842,,5,3,3247071
63959,2119657079,,30,64,29528774
40825,1641094937,,5,6,1662204
23727,1163632022,,17,6,10100099
29900,1343395439,LPLC4,271,649,462362413
67960,2216806533,,3,15,4432424
49263,1815778676,LC12,170,176,136059265
73840,2339309967,,45,91,184785519
79986,2457914224,,0,0,41795259
53959,1906772425,,6,11,4582766
40265,1627453583,,5,2,5698702
34702,1472218102,,282,488,364144854
8309,546316963,,1,19,3942730
1199,295814411,SLP211,289,857,652316838
57613,1978731680,,0,0,30831111
40968,1653179935,,462,303,359357421
31404,1381902512,,0,13,2866233
56180,1948262973,,7,39,9888438
87049,2742849558,,3,3,5397156
21733,1079052008,,1,44,5736743
54105,1908154129,,66,52,39762765
17096,885688949,,0,0,34044955
11719,670776480,,66,135,126608842
18191,922858315,,2,27,3503449
23517,1159611686,MC62,151,97,114261062
491,239399691,,21,65,13109932
16372,858453703,AVLP561,239,832,697601671
573,262936277,,0,0,243039595
56944,1966536293,,24,20,31431387
25882,1222635908,,2,2,2040279
19080,971830386,PS153,70,188,205977713
76767,2396034614,,2,2,2422443
37765,1561295953,,3,6,2262499
82997,2522885979,,17,2,13738747
13768,756351555,PS131,90,177,773328924
32365,1410903884,,81,85,48795867
47555,1783690466,LC17,234,344,341355132
9722,580282938,SIP038,164,596,472966268
62273,2073852889,,7,36,5498556
93274,5813026524,,9,0,10709992
22775,1132242398,,121,98,133375962
24952,1196367733,,64,468,387416504
11069,640816621,,2,0,1310935
49603,1821403404,ORN_VM7d,15,16,24637589
53,203594163,,28,19,20267194
53818,1905066533,,7,12,9414919
6933,511660697,CL019_a,93,414,304181178
12928,724449040,,1,1,114789101
38352,1568711739,LCNOp,384,2262,968794750
69133,2245804221,,12,10,6137206
6108,480737286,,282,202,481996493
62696,2089446654,,0,40,11498313
45442,1746481648,,4,46,19325533
18567,945354528,PS107,300,216,321718052
41567,1660496382,,23,13,73513783
71499,2285671555,,4,5,2711468
25969,1223326847,,7,1,3535379
78102,2408114817,,4,10,4774766
20549,1038593515,,31,38,202296193
26115,1225700597,,2,24,5122271
7031,512851433,DNp10,25,2583,3038032759
40451,1630514857,,2,16,8037518
46292,1755348597,,4,16,4795500
91210,5813007750,,15,34,77916852
84552,2562727133,,3,5,2822654
21929,1100200933,,2,1,2977842
5766,455271947,,11,14,9546756
13325,733204605,,37,49,31624094
15165,799741763,,22,40,11540265
32090,1407182958,,71,68,58476139
85036,2589026543,,2,4,2775834
77409,2402514412,,12,33,25545064
651,266528078,SMP352,129,308,349267558
83744,2534157379,,5,3,4877506
6000,478129998,,0,0,82878650
79011,2433196006,,89,256,199012549
71565,2286694167,,3,6,3095095
88555,5812988815,,6,52,36678804
34231,1466485353,DCH,76,2784,5409015685
50688,1845034790,,25,15,8826687
5762,455237470,,13,4,25484314
87309,2799803754,,19,2,15764229
7389,518269350,,178,266,283395539
30263,1347526661,,13,12,18411866
73624,2337177188,,21,11,17685078
15766,829231457,KCab-m,197,536,279628555
38326,1568124772,,0,0,54427525
58998,2006796832,AVLP374,745,2256,858575093
56562,1952312013,,5,38,6460244
55498,1935812242,,66,109,53670033
69858,2252957031,,2,8,7648189
25717,1220352205,,26,40,38761691
54897,1919964874,,2,3,1413383
20900,1044822631,FS3,90,651,209240869
71748,2292327595,ORN_V,194,219,167681041
43512,1700644008,v2LN3A,291,940,779222794
13134,729781112,,4,79,21339750
10093,604364004,LHAD3b1_e,164,195,342092686
53415,1899618592,,26,19,27368678
39586,1604600089,,7,9,3499847
60370,2036001763,,12,5,7470565
2180,327872592,SLP024_b,111,419,421348265
36436,1515828752,,0,1,860926609
17012,884916654,FB7L,497,1874,1187570951
95535,5813061395,,146,62,190675223
64396,2126403883,,3,1,713812
23258,1140950118,KCg-m,244,761,335259195
70368,2273444883,,16,10,12914928
7732,542639377,LHAV4g4_b,151,356,404307403
77375,2402359429,,7,12,15243647
20149,1012108434,AVLP241,67,206,333689729
49537,1820113174,,4,15,3436163
62510,2076818283,,3,7,3212356
63148,2095715375,,25,45,19216993
35184,1481439315,,34,77,18070678
43613,1701459381,,5,10,2759083
94868,5813050727,VM7d_adPN,1429,2478,2222426371
37801,1561632710,,1,10,185446460
8285,546308077,,10,12,9671180
64436,2127086063,,6,15,8216682
26637,1235581855,,137,383,79819754
75491,2369961252,,8,5,4176760
7862,543821838,PAL03,905,2284,1827873870
79320,2435100208,,4,2,2468106
83544,2530358182,,7,6,5811274
35769,1501664753,LC9,154,327,373714348
16451,859765425,,3,95,16398449
60588,2040677122,ORN_VC3l,84,96,79718018
91981,5813014573,PFNp_a,71,213,143082748
90554,5813004016,,0,173,87180921
74015,2340644068,,37,102,32217229
2338,329098346,,129,396,269816984
78842,2431995553,,2,1,4662070
45362,1745475904,,42,114,47555247
61253,2058877401,,2,1,3832401
95755,5813066858,,19,74,18165159
64290,2124435121,,2,11,42251955
65353,2153692088,,6,39,8221442
22684,1131158436,,259,199,260215994
51770,1869939918,,8,12,9718298
94351,5813044648,,93,48,69800256
28413,1288650927,,89,1839,1392609109
10825,634090169,LHPV6l2,410,885,764961596
88932,5812991902,,2,25,7541649
32631,1418052925,,5,1,5071399
67413,2209635270,,0,7,54342852
43907,1715118949,,11,44,23665893
92659,5813022182,,784,391,1019910076
28463,1289229674,LC16,165,274,180172627
17537,909756319,FC1F,173,774,292929972
2547,330808355,,49,39,71422441
91901,5813013545,LHPV2c5,114,274,273623309
41046,1654059844,,5,21,7859586
6117,480853833,,0,36,14757306
74060,2340976334,,47,17,18668596
39641,1605523221,ORN_DM3,62,121,68509734
88803,5812990959,LC12,135,159,207885165
632,266187342,SMP347,223,1228,623320251
51280,1853561483,,6,8,3877902
85890,2643947307,,16,5,12291630
91488,5813009086,,2,3,3836742
39533,1602743551,LAL090,90,64,147442253
34898,1475391747,LC26,86,68,108393076
84387,2559635936,,0,2,136007906
38094,1564706526,,28,11,17617761
39515,1602237544,AVLP410,283,368,499484627
50647,1844671861,,21,88,57601908
26664,1236276866,,3,9,1163776
11834,673029543,KCa'b'-m,225,611,383192868
63011,2093707981,,35,37,26168316
57903,1981775869,,23,33,7308305
16412,859152522,CL034,252,1058,948444299
91909,5813013630,LHPD2c3,72,250,265959794
